timestamp,open,high,low,close,volume
2024-08-02 09:30:00,2524.21,2525.09,2522.51,2522.95,300
2024-08-02 09:45:00,2522.95,2524.13,2520.28,2521.01,150
2024-08-02 10:00:00,2521.01,2521.57,2518.17,2519.55,220
2024-08-02 10:15:00,2519.55,2520.35,2518.07,2519.61,340
2024-08-02 10:30:00,2519.61,2520.12,2518.70,2519.87,200
2024-08-02 10:45:00,2519.87,2522.03,2518.75,2520.64,393
2024-08-02 11:00:00,2520.64,2521.13,2518.75,2518.90,473
2024-08-02 11:15:00,2518.90,2519.24,2515.96,2517.37,267
2024-08-02 11:30:00,2517.37,2519.08,2516.69,2518.51,475
2024-08-02 11:45:00,2518.51,2518.62,2516.16,2517.40,431
2024-08-02 12:00:00,2517.40,2518.81,2515.62,2517.03,460
2024-08-02 12:15:00,2517.03,2519.65,2516.65,2518.66,271
2024-08-02 12:30:00,2518.66,2521.45,2518.26,2520.32,458
2024-08-02 12:45:00,2520.32,2521.27,2518.48,2519.44,409
2024-08-02 13:00:00,2519.44,2520.31,2518.52,2519.10,365
2024-08-02 13:15:00,2519.10,2520.55,2516.80,2518.06,211
2024-08-02 13:30:00,2518.06,2519.23,2517.68,2518.38,70
2024-08-02 13:45:00,2518.38,2520.54,2517.76,2519.33,299
2024-08-02 14:00:00,2519.33,2519.44,2517.36,2517.98,283
2024-08-02 14:15:00,2517.98,2518.86,2516.40,2516.91,442
2024-08-02 14:30:00,2516.91,2517.10,2515.31,2515.39,447
2024-08-02 14:45:00,2515.39,2515.48,2512.38,2513.88,313
2024-08-02 15:00:00,2513.88,2516.32,2513.84,2515.55,451
2024-08-02 15:15:00,2515.55,2516.42,2513.42,2514.08,129
2024-08-02 15:30:00,2514.08,2516.08,2513.52,2514.73,265
2024-08-02 15:45:00,2514.73,2517.34,2514.64,2516.47,358
2024-08-02 16:00:00,2516.47,2518.33,2516.44,2517.53,187
2024-08-02 16:15:00,2517.53,2518.59,2516.98,2517.80,291
2024-08-02 16:30:00,2517.80,2518.16,2516.40,2518.04,218
2024-08-02 16:45:00,2518.04,2520.50,2517.93,2519.89,434
2024-08-02 17:00:00,2519.89,2521.26,2518.21,2518.86,118
2024-08-02 17:15:00,2518.86,2521.92,2517.98,2520.50,381
2024-08-02 17:30:00,2520.50,2521.97,2517.95,2518.87,79
2024-08-02 17:45:00,2518.87,2520.18,2518.04,2519.29,159
2024-08-02 18:00:00,2519.29,2519.81,2517.41,2518.29,89
2024-08-02 18:15:00,2518.29,2519.10,2515.84,2517.34,207
2024-08-02 18:30:00,2517.34,2519.59,2516.45,2518.92,355
2024-08-02 18:45:00,2518.92,2520.38,2517.72,2519.24,249
2024-08-02 19:00:00,2519.24,2521.19,2517.79,2520.28,327
2024-08-02 19:15:00,2520.28,2521.74,2517.85,2518.62,409
2024-08-02 19:30:00,2518.62,2518.72,2516.25,2517.56,391
2024-08-02 19:45:00,2517.56,2518.23,2516.68,2516.83,160
2024-08-02 20:00:00,2516.83,2517.38,2515.73,2516.01,115
2024-08-02 20:15:00,2516.01,2516.11,2513.67,2514.85,229
2024-08-02 20:30:00,2514.85,2515.63,2513.08,2514.05,66
2024-08-02 20:45:00,2514.05,2515.14,2512.80,2512.92,284
2024-08-02 21:00:00,2512.92,2513.54,2511.04,2511.69,495
2024-08-02 21:15:00,2511.69,2513.29,2510.20,2513.24,134
2024-08-02 21:30:00,2513.24,2513.57,2510.51,2511.51,164
2024-08-02 21:45:00,2511.51,2512.85,2509.74,2510.94,327
2024-08-02 22:00:00,2510.94,2511.99,2509.33,2510.20,208
2024-08-02 22:15:00,2510.20,2510.35,2507.53,2508.76,292
2024-08-02 22:30:00,2508.76,2509.22,2506.98,2507.64,412
2024-08-02 22:45:00,2507.64,2508.98,2506.94,2507.93,277
2024-08-02 23:00:00,2507.93,2508.04,2504.87,2506.36,108
2024-08-02 23:15:00,2506.36,2508.71,2505.87,2508.21,424
2024-08-02 23:30:00,2508.21,2509.65,2507.36,2507.54,67
2024-08-02 23:45:00,2507.54,2509.13,2506.73,2508.92,225
2024-08-05 09:00:00,2508.92,2509.14,2506.84,2508.19,263
2024-08-05 09:00:00,2508.19,2508.21,2506.55,2507.29,173
2024-08-05 09:00:00,2507.29,2507.81,2506.30,2507.15,380
2024-08-05 09:00:00,2507.15,2508.99,2506.52,2507.72,296
2024-08-05 09:00:00,2507.72,2508.53,2506.15,2506.72,105
2024-08-05 09:00:00,2506.72,2508.95,2506.57,2508.13,290
2024-08-05 09:00:00,2508.13,2510.81,2508.08,2510.08,446
2024-08-05 09:00:00,2510.08,2511.47,2509.90,2510.81,66
2024-08-05 09:00:00,2510.81,2512.03,2508.64,2509.23,472
2024-08-05 09:00:00,2509.23,2510.36,2507.65,2509.07,360
2024-08-05 09:00:00,2509.07,2509.49,2508.68,2509.41,393
2024-08-05 09:00:00,2509.41,2510.57,2507.66,2508.56,326
2024-08-05 09:00:00,2508.56,2510.38,2507.26,2509.84,152
2024-08-05 09:00:00,2509.84,2510.34,2509.53,2509.92,138
2024-08-05 09:00:00,2509.92,2510.96,2508.74,2510.77,279
2024-08-05 09:00:00,2510.77,2511.47,2509.68,2511.26,414
2024-08-05 09:00:00,2511.26,2512.29,2508.30,2509.64,220
2024-08-05 09:00:00,2509.64,2510.34,2507.53,2508.28,242
2024-08-05 09:00:00,2508.28,2510.46,2507.01,2509.47,488
2024-08-05 09:00:00,2509.47,2509.73,2506.49,2507.49,98
2024-08-05 09:00:00,2507.49,2510.86,2506.84,2509.36,117
2024-08-05 09:00:00,2509.36,2510.98,2508.84,2510.92,262
2024-08-05 09:00:00,2510.92,2511.37,2509.18,2509.42,247
2024-08-05 09:00:00,2509.42,2512.77,2509.31,2511.39,250
2024-08-05 09:00:00,2511.39,2511.51,2510.16,2510.56,339
2024-08-05 09:00:00,2510.56,2510.78,2509.05,2509.56,182
2024-08-05 09:00:00,2509.56,2511.13,2509.12,2510.28,383
2024-08-05 09:00:00,2510.28,2511.91,2508.85,2510.47,57
2024-08-05 09:00:00,2510.47,2511.89,2510.42,2511.22,74
2024-08-05 09:00:00,2511.22,2512.47,2510.93,2511.67,369
2024-08-05 09:00:00,2511.67,2512.91,2509.47,2510.67,375
2024-08-05 09:00:00,2510.67,2512.85,2509.59,2511.89,242
2024-08-05 09:00:00,2511.89,2513.97,2510.73,2512.78,282
2024-08-05 09:00:00,2512.78,2515.61,2511.46,2514.75,354
2024-08-05 09:00:00,2514.75,2515.91,2514.47,2515.62,295
2024-08-05 09:00:00,2515.62,2516.50,2512.55,2513.91,177
2024-08-05 09:00:00,2513.91,2514.07,2510.97,2512.13,467
2024-08-05 09:00:00,2512.13,2514.83,2511.27,2513.71,486
2024-08-05 09:00:00,2513.71,2514.00,2512.11,2513.41,463
2024-08-05 09:00:00,2513.41,2514.17,2511.15,2512.30,408
2024-08-05 09:00:00,2512.30,2513.29,2509.55,2510.30,230
2024-08-05 09:00:00,2510.30,2511.31,2507.54,2508.62,366
2024-08-05 09:00:00,2508.62,2510.91,2507.13,2509.52,135
2024-08-05 09:00:00,2509.52,2511.03,2508.20,2509.71,99
2024-08-05 09:00:00,2509.71,2510.57,2509.32,2509.57,352
2024-08-05 09:00:00,2509.57,2510.70,2509.22,2510.26,59
2024-08-05 09:00:00,2510.26,2510.39,2507.42,2508.77,293
2024-08-05 09:00:00,2508.77,2509.02,2507.87,2507.90,273
2024-08-05 09:00:00,2507.90,2509.90,2507.47,2508.73,418
2024-08-05 09:00:00,2508.73,2509.77,2507.42,2508.10,115
2024-08-05 09:00:00,2508.10,2509.62,2506.86,2508.76,92
2024-08-05 09:00:00,2508.76,2508.90,2508.30,2508.53,305
2024-08-05 09:00:00,2508.53,2509.89,2506.38,2507.21,82
2024-08-05 09:00:00,2507.21,2507.42,2505.39,2506.24,284
2024-08-05 09:00:00,2506.24,2506.91,2504.15,2504.25,184
2024-08-05 09:00:00,2504.25,2505.68,2502.56,2503.08,378
2024-08-05 09:00:00,2503.08,2504.87,2502.52,2503.40,493
2024-08-05 09:00:00,2503.40,2505.04,2502.11,2503.94,210
2024-08-05 09:00:00,2503.94,2506.29,2503.93,2505.34,431
2024-08-05 09:00:00,2505.34,2505.83,2504.45,2505.71,434
2024-08-05 09:00:00,2505.71,2506.77,2503.55,2503.91,164
2024-08-05 09:00:00,2503.91,2503.94,2502.50,2503.13,55
2024-08-05 09:00:00,2503.13,2506.36,2502.45,2504.90,441
2024-08-05 09:00:00,2504.90,2506.28,2503.31,2503.79,313
2024-08-05 09:00:00,2503.79,2506.25,2502.64,2505.71,135
2024-08-05 09:00:00,2505.71,2508.82,2505.41,2507.49,158
2024-08-05 09:00:00,2507.49,2508.81,2507.41,2507.91,486
2024-08-05 09:00:00,2507.91,2508.49,2505.93,2506.68,283
2024-08-05 09:00:00,2506.68,2507.41,2505.15,2505.23,351
2024-08-05 09:00:00,2505.23,2507.84,2503.88,2506.36,363
2024-08-05 09:00:00,2506.36,2507.50,2504.86,2505.28,183
2024-08-05 09:00:00,2505.28,2507.16,2504.07,2507.15,374
2024-08-05 09:00:00,2507.15,2508.62,2504.81,2505.76,386
2024-08-05 09:00:00,2505.76,2506.61,2504.50,2506.43,272
2024-08-05 09:00:00,2506.43,2508.16,2505.02,2507.10,83
2024-08-05 09:00:00,2507.10,2509.26,2506.59,2508.09,442
2024-08-05 09:00:00,2508.09,2508.33,2506.83,2508.01,160
2024-08-05 09:00:00,2508.01,2508.28,2507.31,2507.59,300
2024-08-05 09:00:00,2507.59,2508.72,2505.93,2506.44,244
2024-08-05 09:00:00,2506.44,2507.14,2505.40,2506.03,276
2024-08-05 09:00:00,2506.03,2506.08,2504.34,2505.58,338
2024-08-05 09:00:00,2505.58,2507.03,2504.93,2506.46,145
2024-08-05 09:00:00,2506.46,2507.16,2504.97,2505.65,321
2024-08-05 09:00:00,2505.65,2506.77,2503.42,2504.33,335
2024-08-05 09:00:00,2504.33,2505.21,2503.49,2504.10,193
2024-08-05 09:00:00,2504.10,2504.67,2503.04,2504.40,372
2024-08-05 09:00:00,2504.40,2504.63,2503.05,2503.08,358
2024-08-05 09:00:00,2503.08,2505.01,2501.95,2503.67,60
2024-08-05 09:00:00,2503.67,2504.23,2501.63,2501.72,267
2024-08-05 09:00:00,2501.72,2502.23,2498.90,2499.82,233
2024-08-05 09:00:00,2499.82,2500.58,2498.74,2499.10,77
2024-08-05 09:00:00,2499.10,2500.59,2496.66,2497.72,291
2024-08-05 09:00:00,2497.72,2499.94,2497.05,2498.60,188
2024-08-05 09:00:00,2498.60,2500.86,2497.34,2499.44,379
2024-08-05 09:00:00,2499.44,2500.00,2497.41,2497.57,480
2024-08-05 09:00:00,2497.57,2497.91,2496.01,2496.71,461
2024-08-05 09:00:00,2496.71,2499.56,2496.21,2498.33,444
2024-08-05 09:00:00,2498.33,2500.03,2496.94,2498.64,251
2024-08-05 09:00:00,2498.64,2500.66,2498.35,2500.49,422
2024-08-05 09:00:00,2500.49,2503.54,2499.27,2502.24,88
2024-08-05 09:00:00,2502.24,2504.86,2502.15,2503.62,391
2024-08-05 09:00:00,2503.62,2504.29,2501.35,2502.28,350
2024-08-05 09:00:00,2502.28,2503.56,2501.39,2502.13,454
2024-08-05 09:00:00,2502.13,2503.60,2499.90,2500.30,154
2024-08-05 09:00:00,2500.30,2501.23,2499.50,2500.97,129
2024-08-05 09:00:00,2500.97,2501.26,2499.04,2499.12,475
2024-08-05 09:00:00,2499.12,2499.77,2497.63,2499.57,278
2024-08-05 09:00:00,2499.57,2499.83,2497.70,2497.79,263
2024-08-05 09:00:00,2497.79,2499.53,2496.74,2499.33,266
2024-08-05 09:00:00,2499.33,2499.75,2497.94,2499.47,467
2024-08-05 09:00:00,2499.47,2499.68,2498.50,2498.63,201
2024-08-05 09:00:00,2498.63,2500.39,2497.51,2500.32,348
2024-08-05 09:00:00,2500.32,2501.79,2498.46,2498.66,449
2024-08-05 09:00:00,2498.66,2499.90,2496.45,2497.64,88
2024-08-05 09:00:00,2497.64,2498.34,2497.05,2497.78,401
2024-08-05 09:00:00,2497.78,2498.80,2496.57,2498.22,251
2024-08-05 09:00:00,2498.22,2499.06,2496.03,2497.14,456
2024-08-05 09:00:00,2497.14,2499.07,2496.76,2497.78,166
2024-08-05 09:00:00,2497.78,2499.94,2496.92,2499.59,221
2024-08-05 09:00:00,2499.59,2502.23,2499.33,2501.12,331
2024-08-05 09:00:00,2501.12,2501.42,2498.26,2499.14,349
2024-08-05 09:00:00,2499.14,2500.33,2496.41,2497.79,426
2024-08-05 09:00:00,2497.79,2498.55,2496.16,2497.25,284
2024-08-05 09:00:00,2497.25,2498.65,2496.34,2497.86,288
2024-08-05 09:00:00,2497.86,2499.30,2494.83,2495.99,381
2024-08-05 09:00:00,2495.99,2496.86,2495.96,2496.49,266
2024-08-05 09:00:00,2496.49,2497.39,2493.29,2494.53,409
2024-08-05 09:00:00,2494.53,2495.03,2491.52,2492.56,84
2024-08-05 09:00:00,2492.56,2493.87,2491.72,2492.35,139
2024-08-05 09:00:00,2492.35,2492.82,2492.21,2492.41,282
2024-08-05 09:00:00,2492.41,2493.80,2491.74,2492.17,463
2024-08-05 09:00:00,2492.17,2492.51,2490.62,2491.44,206
2024-08-05 09:00:00,2491.44,2491.45,2488.83,2490.24,255
2024-08-05 09:00:00,2490.24,2491.41,2488.41,2489.01,266
2024-08-05 09:00:00,2489.01,2489.79,2487.16,2487.26,402
2024-08-05 09:00:00,2487.26,2487.27,2485.31,2485.75,159
2024-08-05 09:00:00,2485.75,2488.90,2485.20,2487.45,399
2024-08-05 09:00:00,2487.45,2489.80,2486.93,2488.88,281
2024-08-05 09:00:00,2488.88,2488.93,2486.30,2487.77,65
2024-08-05 09:00:00,2487.77,2488.58,2487.50,2488.54,179
2024-08-05 09:00:00,2488.54,2489.82,2487.22,2487.79,398
2024-08-05 09:00:00,2487.79,2488.29,2487.24,2487.28,368
2024-08-05 09:00:00,2487.28,2487.29,2485.37,2486.17,408
2024-08-05 09:00:00,2486.17,2488.12,2485.68,2487.63,451
2024-08-05 09:00:00,2487.63,2489.40,2487.09,2488.58,132
2024-08-05 09:00:00,2488.58,2488.98,2488.06,2488.26,322
2024-08-05 09:00:00,2488.26,2489.46,2487.45,2487.57,446
2024-08-05 09:00:00,2487.57,2489.69,2487.50,2488.85,238
2024-08-05 09:00:00,2488.85,2489.22,2486.78,2487.76,426
2024-08-05 09:00:00,2487.76,2488.35,2487.21,2488.00,419
2024-08-05 09:00:00,2488.00,2489.39,2486.73,2487.69,188
2024-08-05 09:00:00,2487.69,2487.75,2486.94,2487.04,53
2024-08-05 09:00:00,2487.04,2489.53,2485.80,2488.25,151
2024-08-05 09:00:00,2488.25,2491.01,2486.81,2490.13,350
2024-08-05 09:00:00,2490.13,2491.05,2489.59,2490.40,440
2024-08-05 09:00:00,2490.40,2492.19,2489.20,2491.42,186
2024-08-05 09:00:00,2491.42,2491.88,2489.91,2490.81,457
2024-08-05 09:00:00,2490.81,2491.92,2489.69,2491.01,190
2024-08-05 09:00:00,2491.01,2491.47,2490.50,2491.00,329
2024-08-05 09:00:00,2491.00,2491.84,2490.28,2490.35,80
2024-08-05 09:00:00,2490.35,2490.99,2487.78,2488.49,432
2024-08-05 09:00:00,2488.49,2489.43,2488.01,2488.44,314
2024-08-05 09:00:00,2488.44,2491.08,2487.72,2490.10,143
2024-08-05 09:00:00,2490.10,2491.52,2490.03,2490.06,296
2024-08-05 09:00:00,2490.06,2490.79,2488.57,2489.91,495
2024-08-05 09:00:00,2489.91,2490.27,2487.76,2487.98,436
2024-08-05 09:00:00,2487.98,2488.30,2485.59,2486.98,334
2024-08-05 09:00:00,2486.98,2487.65,2486.77,2487.07,144
2024-08-05 09:00:00,2487.07,2488.15,2484.88,2485.29,435
2024-08-05 09:00:00,2485.29,2485.35,2483.12,2484.42,200
2024-08-05 09:00:00,2484.42,2486.47,2483.90,2485.87,288
2024-08-05 09:00:00,2485.87,2486.25,2484.07,2484.38,361
2024-08-05 09:00:00,2484.38,2486.69,2483.17,2485.73,98
2024-08-05 09:00:00,2485.73,2486.42,2484.34,2485.35,261
2024-08-05 09:00:00,2485.35,2486.76,2482.37,2483.82,239
2024-08-05 09:00:00,2483.82,2484.39,2482.85,2483.01,157
2024-08-05 09:00:00,2483.01,2483.04,2480.23,2481.63,261
2024-08-05 09:00:00,2481.63,2483.72,2480.31,2483.53,229
2024-08-05 09:00:00,2483.53,2483.57,2480.32,2481.67,410
2024-08-05 09:00:00,2481.67,2482.74,2479.76,2480.48,333
2024-08-05 09:00:00,2480.48,2480.65,2478.23,2479.38,462
2024-08-05 09:00:00,2479.38,2480.79,2476.21,2477.55,152
2024-08-05 09:00:00,2477.55,2477.68,2477.20,2477.34,69
2024-08-05 09:00:00,2477.34,2478.07,2476.88,2477.36,217
2024-08-05 09:00:00,2477.36,2478.79,2476.55,2477.38,64
2024-08-05 09:00:00,2477.38,2477.41,2476.79,2476.99,326
2024-08-05 09:00:00,2476.99,2479.70,2476.11,2478.45,307
2024-08-05 09:00:00,2478.45,2480.18,2478.42,2478.90,179
2024-08-05 09:00:00,2478.90,2479.77,2478.89,2479.11,199
2024-08-05 09:00:00,2479.11,2481.94,2477.81,2480.88,279
2024-08-05 09:00:00,2480.88,2481.16,2479.94,2480.40,92
2024-08-05 09:00:00,2480.40,2483.39,2479.26,2482.30,178
2024-08-05 00:00:00,2482.30,2482.67,2479.84,2480.71,387
2024-08-05 00:15:00,2480.71,2481.59,2479.85,2480.26,253
2024-08-05 00:30:00,2480.26,2480.70,2479.91,2480.60,464
2024-08-05 00:45:00,2480.60,2482.02,2478.74,2480.16,125
2024-08-05 01:00:00,2480.16,2482.49,2479.29,2481.53,267
2024-08-05 01:15:00,2481.53,2483.40,2480.26,2482.41,211
2024-08-05 01:30:00,2482.41,2483.61,2481.36,2483.05,291
2024-08-05 01:45:00,2483.05,2484.51,2482.01,2482.61,254
2024-08-05 02:00:00,2482.61,2484.29,2481.67,2483.29,322
2024-08-05 02:15:00,2483.29,2486.29,2483.18,2484.92,451
2024-08-05 02:30:00,2484.92,2486.51,2483.83,2485.18,364
2024-08-05 02:45:00,2485.18,2486.14,2483.39,2483.44,220
2024-08-05 03:00:00,2483.44,2485.59,2482.78,2484.39,356
2024-08-05 03:15:00,2484.39,2484.73,2483.27,2483.39,203
2024-08-05 03:30:00,2483.39,2485.56,2483.26,2484.92,126
2024-08-05 03:45:00,2484.92,2485.82,2484.55,2485.16,91
2024-08-05 04:00:00,2485.16,2486.60,2484.02,2485.38,395
2024-08-05 04:15:00,2485.38,2485.60,2483.97,2484.31,422
2024-08-05 04:30:00,2484.31,2485.61,2483.17,2484.02,309
2024-08-05 04:45:00,2484.02,2484.60,2481.63,2482.45,102
2024-08-05 05:00:00,2482.45,2483.54,2480.56,2480.91,463
2024-08-05 05:15:00,2480.91,2481.14,2478.92,2479.20,143
2024-08-05 05:30:00,2479.20,2479.78,2478.29,2478.85,124
2024-08-05 05:45:00,2478.85,2479.49,2477.81,2478.78,204
2024-08-05 06:00:00,2478.78,2478.95,2475.86,2477.35,137
2024-08-05 06:15:00,2477.35,2478.67,2474.45,2475.76,407
2024-08-05 06:30:00,2475.76,2476.12,2474.24,2475.35,356
2024-08-05 06:45:00,2475.35,2475.98,2473.11,2473.55,242
2024-08-05 07:00:00,2473.55,2474.27,2470.82,2472.15,279
2024-08-05 07:15:00,2472.15,2474.43,2471.37,2473.01,165
2024-08-05 07:30:00,2473.01,2473.09,2471.17,2471.86,185
2024-08-05 07:45:00,2471.86,2474.00,2471.34,2473.33,407
2024-08-05 08:00:00,2473.33,2475.82,2472.34,2474.81,207
2024-08-05 08:15:00,2474.81,2475.32,2473.74,2473.97,274
2024-08-05 08:30:00,2473.97,2476.48,2473.14,2475.71,188
2024-08-05 08:45:00,2475.71,2477.96,2475.00,2477.42,216
2024-08-05 09:00:00,2477.42,2479.35,2476.60,2478.95,424
2024-08-05 09:15:00,2478.95,2480.10,2476.05,2477.10,445
2024-08-05 09:30:00,2477.10,2478.19,2474.65,2476.00,259
2024-08-05 09:45:00,2476.00,2478.46,2475.86,2477.09,131
2024-08-05 10:00:00,2477.09,2477.19,2475.14,2476.09,190
2024-08-05 10:15:00,2476.09,2476.66,2475.78,2476.38,66
2024-08-05 10:30:00,2476.38,2478.85,2476.00,2477.88,328
2024-08-05 10:45:00,2477.88,2479.19,2477.00,2478.65,125
2024-08-05 11:00:00,2478.65,2479.04,2477.78,2478.20,414
2024-08-05 11:15:00,2478.20,2479.55,2476.28,2477.14,337
2024-08-05 11:30:00,2477.14,2478.61,2475.70,2476.54,70
2024-08-05 11:45:00,2476.54,2478.00,2475.81,2476.11,492
2024-08-05 12:00:00,2476.11,2477.82,2476.10,2476.34,492
2024-08-05 12:15:00,2476.34,2476.57,2474.82,2475.62,182
2024-08-05 12:30:00,2475.62,2476.34,2473.14,2473.76,500
