phase,timestamp_iso,epoch_ms,orderId,intendedPrice,stopLoss,execPrice,theoretical_lots,theoretical_units,requestedVolume,filledSize,slippage,brokerMsg,client_order_id,side,action,type,status,reason,latency_ms,price_requested,price_filled,size_requested,size_filled,session,host
FILL,2025-08-23T03:27:41.2802484Z,1755919661280,ORD-60,100.6,100.55,100.6005,,,1,1,0.0005000000000023874,filled,ORD-60,Buy,BUY,Market,FILL,filled,1,100.6,100.6005,1,1,HARNESS,DESKTOP-584MV4B
REQUEST,2025-08-23T03:27:41.5300124Z,1755919661530,ORD-75,100.75,,,,,1,,,,ORD-75,Sell,SELL,Market,REQUEST,,,100.75,,1,,HARNESS,DESKTOP-584MV4B
ACK,2025-08-23T03:27:41.5306069Z,1755919661530,ORD-75,100.75,,,,,1,,,,ORD-75,Sell,SELL,Market,ACK,,0,100.75,,1,,HARNESS,DESKTOP-584MV4B
FILL,2025-08-23T03:27:41.5309085Z,1755919661530,ORD-75,100.75,,100.7495,,,1,1,-0.0005000000000023874,filled,ORD-75,Sell,SELL,Market,FILL,filled,0,100.75,100.7495,1,1,HARNESS,DESKTOP-584MV4B
REQUEST,2025-08-23T03:27:41.7637080Z,1755919661763,ORD-90,100.9,100.85000000000001,,,,1,,,,ORD-90,Buy,BUY,Market,REQUEST,,,100.9,,1,,HARNESS,DESKTOP-584MV4B
ACK,2025-08-23T03:27:41.7681577Z,1755919661768,ORD-90,100.9,100.85000000000001,,,,1,,,,ORD-90,Buy,BUY,Market,ACK,,5,100.9,,1,,HARNESS,DESKTOP-584MV4B
FILL,2025-08-23T03:27:41.7682721Z,1755919661768,ORD-90,100.9,100.85000000000001,100.90050000000001,,,1,1,0.0005000000000023874,filled,ORD-90,Buy,BUY,Market,FILL,filled,5,100.9,100.90050000000001,1,1,HARNESS,DESKTOP-584MV4B
REQUEST,2025-08-23T03:27:42.0129192Z,1755919662012,ORD-105,101.05,,,,,1,,,,ORD-105,Sell,SELL,Market,REQUEST,,,101.05,,1,,HARNESS,DESKTOP-584MV4B
ACK,2025-08-23T03:27:42.0132947Z,1755919662013,ORD-105,101.05,,,,,1,,,,ORD-105,Sell,SELL,Market,ACK,,1,101.05,,1,,HARNESS,DESKTOP-584MV4B
FILL,2025-08-23T03:27:42.0134781Z,1755919662013,ORD-105,101.05,,101.0495,,,1,1,-0.0005000000000023874,filled,ORD-105,Sell,SELL,Market,FILL,filled,1,101.05,101.0495,1,1,HARNESS,DESKTOP-584MV4B
REQUEST,2025-08-23T03:27:42.2638986Z,1755919662263,ORD-120,101.2,101.15,,,,1,,,,ORD-120,Buy,BUY,Market,REQUEST,,,101.2,,1,,HARNESS,DESKTOP-584MV4B
ACK,2025-08-23T03:27:42.2644285Z,1755919662264,ORD-120,101.2,101.15,,,,1,,,,ORD-120,Buy,BUY,Market,ACK,,1,101.2,,1,,HARNESS,DESKTOP-584MV4B
FILL,2025-08-23T03:27:42.2647095Z,1755919662264,ORD-120,101.2,101.15,101.2005,,,1,1,0.0005000000000023874,filled,ORD-120,Buy,BUY,Market,FILL,filled,1,101.2,101.2005,1,1,HARNESS,DESKTOP-584MV4B
REQUEST,2025-08-23T03:27:42.5132129Z,1755919662513,ORD-135,101.35,,,,,1,,,,ORD-135,Sell,SELL,Market,REQUEST,,,101.35,,1,,HARNESS,DESKTOP-584MV4B
ACK,2025-08-23T03:27:42.5139544Z,1755919662513,ORD-135,101.35,,,,,1,,,,ORD-135,Sell,SELL,Market,ACK,,0,101.35,,1,,HARNESS,DESKTOP-584MV4B
FILL,2025-08-23T03:27:42.5142263Z,1755919662514,ORD-135,101.35,,101.34949999999999,,,1,1,-0.0005000000000023874,filled,ORD-135,Sell,SELL,Market,FILL,filled,1,101.35,101.34949999999999,1,1,HARNESS,DESKTOP-584MV4B
REQUEST,2025-08-23T03:27:42.7471273Z,1755919662747,ORD-150,101.5,101.45,,,,1,,,,ORD-150,Buy,BUY,Market,REQUEST,,,101.5,,1,,HARNESS,DESKTOP-584MV4B
ACK,2025-08-23T03:27:42.7476606Z,1755919662747,ORD-150,101.5,101.45,,,,1,,,,ORD-150,Buy,BUY,Market,ACK,,0,101.5,,1,,HARNESS,DESKTOP-584MV4B
FILL,2025-08-23T03:27:42.7479565Z,1755919662747,ORD-150,101.5,101.45,101.5005,,,1,1,0.0005000000000023874,filled,ORD-150,Buy,BUY,Market,FILL,filled,0,101.5,101.5005,1,1,HARNESS,DESKTOP-584MV4B
REQUEST,2025-08-23T03:27:42.9977516Z,1755919662997,ORD-165,101.65,,,,,1,,,,ORD-165,Sell,SELL,Market,REQUEST,,,101.65,,1,,HARNESS,DESKTOP-584MV4B
ACK,2025-08-23T03:27:42.9983722Z,1755919662998,ORD-165,101.65,,,,,1,,,,ORD-165,Sell,SELL,Market,ACK,,1,101.65,,1,,HARNESS,DESKTOP-584MV4B
FILL,2025-08-23T03:27:42.9987507Z,1755919662998,ORD-165,101.65,,101.6495,,,1,1,-0.0005000000000023874,filled,ORD-165,Sell,SELL,Market,FILL,filled,1,101.65,101.6495,1,1,HARNESS,DESKTOP-584MV4B
REQUEST,2025-08-23T03:27:43.2468199Z,1755919663246,ORD-180,101.8,101.75,,,,1,,,,ORD-180,Buy,BUY,Market,REQUEST,,,101.8,,1,,HARNESS,DESKTOP-584MV4B
ACK,2025-08-23T03:27:43.2471630Z,1755919663247,ORD-180,101.8,101.75,,,,1,,,,ORD-180,Buy,BUY,Market,ACK,,1,101.8,,1,,HARNESS,DESKTOP-584MV4B
FILL,2025-08-23T03:27:43.2474105Z,1755919663247,ORD-180,101.8,101.75,101.8005,,,1,1,0.0005000000000023874,filled,ORD-180,Buy,BUY,Market,FILL,filled,1,101.8,101.8005,1,1,HARNESS,DESKTOP-584MV4B
REQUEST,2025-08-23T03:27:43.4981791Z,1755919663498,ORD-195,101.95,,,,,1,,,,ORD-195,Sell,SELL,Market,REQUEST,,,101.95,,1,,HARNESS,DESKTOP-584MV4B
ACK,2025-08-23T03:27:43.4988089Z,1755919663498,ORD-195,101.95,,,,,1,,,,ORD-195,Sell,SELL,Market,ACK,,0,101.95,,1,,HARNESS,DESKTOP-584MV4B
FILL,2025-08-23T03:27:43.4990826Z,1755919663499,ORD-195,101.95,,101.9495,,,1,1,-0.0005000000000023874,filled,ORD-195,Sell,SELL,Market,FILL,filled,1,101.95,101.9495,1,1,HARNESS,DESKTOP-584MV4B
REQUEST,2025-08-23T03:27:43.7303544Z,1755919663730,ORD-210,102.1,102.05,,,,1,,,,ORD-210,Buy,BUY,Market,REQUEST,,,102.1,,1,,HARNESS,DESKTOP-584MV4B
ACK,2025-08-23T03:27:43.7308307Z,1755919663730,ORD-210,102.1,102.05,,,,1,,,,ORD-210,Buy,BUY,Market,ACK,,0,102.1,,1,,HARNESS,DESKTOP-584MV4B
FILL,2025-08-23T03:27:43.7311067Z,1755919663731,ORD-210,102.1,102.05,102.1005,,,1,1,0.0005000000000023874,filled,ORD-210,Buy,BUY,Market,FILL,filled,1,102.1,102.1005,1,1,HARNESS,DESKTOP-584MV4B
REQUEST,2025-08-23T03:27:43.9814163Z,1755919663981,ORD-225,102.25,,,,,1,,,,ORD-225,Sell,SELL,Market,REQUEST,,,102.25,,1,,HARNESS,DESKTOP-584MV4B
ACK,2025-08-23T03:27:43.9816564Z,1755919663981,ORD-225,102.25,,,,,1,,,,ORD-225,Sell,SELL,Market,ACK,,0,102.25,,1,,HARNESS,DESKTOP-584MV4B
FILL,2025-08-23T03:27:43.9817601Z,1755919663981,ORD-225,102.25,,102.2495,,,1,1,-0.0005000000000023874,filled,ORD-225,Sell,SELL,Market,FILL,filled,0,102.25,102.2495,1,1,HARNESS,DESKTOP-584MV4B
REQUEST,2025-08-23T03:27:44.2160227Z,1755919664216,ORD-240,102.4,102.35000000000001,,,,1,,,,ORD-240,Buy,BUY,Market,REQUEST,,,102.4,,1,,HARNESS,DESKTOP-584MV4B
ACK,2025-08-23T03:27:44.2163571Z,1755919664216,ORD-240,102.4,102.35000000000001,,,,1,,,,ORD-240,Buy,BUY,Market,ACK,,0,102.4,,1,,HARNESS,DESKTOP-584MV4B
FILL,2025-08-23T03:27:44.2165023Z,1755919664216,ORD-240,102.4,102.35000000000001,102.40050000000001,,,1,1,0.0005000000000023874,filled,ORD-240,Buy,BUY,Market,FILL,filled,0,102.4,102.40050000000001,1,1,HARNESS,DESKTOP-584MV4B
REQUEST,2025-08-23T03:27:44.4653686Z,1755919664465,ORD-255,102.55,,,,,1,,,,ORD-255,Sell,SELL,Market,REQUEST,,,102.55,,1,,HARNESS,DESKTOP-584MV4B
ACK,2025-08-23T03:27:44.4660379Z,1755919664466,ORD-255,102.55,,,,,1,,,,ORD-255,Sell,SELL,Market,ACK,,1,102.55,,1,,HARNESS,DESKTOP-584MV4B
FILL,2025-08-23T03:27:44.4663103Z,1755919664466,ORD-255,102.55,,102.5495,,,1,1,-0.0005000000000023874,filled,ORD-255,Sell,SELL,Market,FILL,filled,1,102.55,102.5495,1,1,HARNESS,DESKTOP-584MV4B
REQUEST,2025-08-23T03:27:44.7157658Z,1755919664715,ORD-270,102.7,102.65,,,,1,,,,ORD-270,Buy,BUY,Market,REQUEST,,,102.7,,1,,HARNESS,DESKTOP-584MV4B
ACK,2025-08-23T03:27:44.7161054Z,1755919664716,ORD-270,102.7,102.65,,,,1,,,,ORD-270,Buy,BUY,Market,ACK,,1,102.7,,1,,HARNESS,DESKTOP-584MV4B
FILL,2025-08-23T03:27:44.7162370Z,1755919664716,ORD-270,102.7,102.65,102.7005,,,1,1,0.0005000000000023874,filled,ORD-270,Buy,BUY,Market,FILL,filled,1,102.7,102.7005,1,1,HARNESS,DESKTOP-584MV4B
REQUEST,2025-08-23T03:27:44.9659223Z,1755919664965,ORD-285,102.85,,,,,1,,,,ORD-285,Sell,SELL,Market,REQUEST,,,102.85,,1,,HARNESS,DESKTOP-584MV4B
ACK,2025-08-23T03:27:44.9664393Z,1755919664966,ORD-285,102.85,,,,,1,,,,ORD-285,Sell,SELL,Market,ACK,,1,102.85,,1,,HARNESS,DESKTOP-584MV4B
FILL,2025-08-23T03:27:44.9667423Z,1755919664966,ORD-285,102.85,,102.84949999999999,,,1,1,-0.0005000000000023874,filled,ORD-285,Sell,SELL,Market,FILL,filled,1,102.85,102.84949999999999,1,1,HARNESS,DESKTOP-584MV4B
REQUEST,2025-08-23T03:27:45.2064727Z,1755919665206,ORD-300,103,102.95,,,,1,,,,ORD-300,Buy,BUY,Market,REQUEST,,,103,,1,,HARNESS,DESKTOP-584MV4B
ACK,2025-08-23T03:27:45.2067684Z,1755919665206,ORD-300,103,102.95,,,,1,,,,ORD-300,Buy,BUY,Market,ACK,,0,103,,1,,HARNESS,DESKTOP-584MV4B
FILL,2025-08-23T03:27:45.2069025Z,1755919665206,ORD-300,103,102.95,103.0005,,,1,1,0.0005000000000023874,filled,ORD-300,Buy,BUY,Market,FILL,filled,0,103,103.0005,1,1,HARNESS,DESKTOP-584MV4B
REQUEST,2025-08-23T03:27:45.4479228Z,1755919665447,ORD-315,103.15,,,,,1,,,,ORD-315,Sell,SELL,Market,REQUEST,,,103.15,,1,,HARNESS,DESKTOP-584MV4B
ACK,2025-08-23T03:27:45.4484776Z,1755919665448,ORD-315,103.15,,,,,1,,,,ORD-315,Sell,SELL,Market,ACK,,1,103.15,,1,,HARNESS,DESKTOP-584MV4B
FILL,2025-08-23T03:27:45.4487789Z,1755919665448,ORD-315,103.15,,103.1495,,,1,1,-0.0005000000000023874,filled,ORD-315,Sell,SELL,Market,FILL,filled,1,103.15,103.1495,1,1,HARNESS,DESKTOP-584MV4B
REQUEST,2025-08-23T03:27:45.6997595Z,1755919665699,ORD-330,103.3,103.25,,,,1,,,,ORD-330,Buy,BUY,Market,REQUEST,,,103.3,,1,,HARNESS,DESKTOP-584MV4B
ACK,2025-08-23T03:27:45.7002649Z,1755919665700,ORD-330,103.3,103.25,,,,1,,,,ORD-330,Buy,BUY,Market,ACK,,1,103.3,,1,,HARNESS,DESKTOP-584MV4B
FILL,2025-08-23T03:27:45.7005681Z,1755919665700,ORD-330,103.3,103.25,103.3005,,,1,1,0.0005000000000023874,filled,ORD-330,Buy,BUY,Market,FILL,filled,1,103.3,103.3005,1,1,HARNESS,DESKTOP-584MV4B
REQUEST,2025-08-23T03:27:45.9331994Z,1755919665933,ORD-345,103.45,,,,,1,,,,ORD-345,Sell,SELL,Market,REQUEST,,,103.45,,1,,HARNESS,DESKTOP-584MV4B
ACK,2025-08-23T03:27:45.9338485Z,1755919665933,ORD-345,103.45,,,,,1,,,,ORD-345,Sell,SELL,Market,ACK,,0,103.45,,1,,HARNESS,DESKTOP-584MV4B
FILL,2025-08-23T03:27:45.9341556Z,1755919665934,ORD-345,103.45,,103.4495,,,1,1,-0.0005000000000023874,filled,ORD-345,Sell,SELL,Market,FILL,filled,1,103.45,103.4495,1,1,HARNESS,DESKTOP-584MV4B
REQUEST,2025-08-23T03:27:46.1834047Z,1755919666183,ORD-360,103.6,103.55,,,,1,,,,ORD-360,Buy,BUY,Market,REQUEST,,,103.6,,1,,HARNESS,DESKTOP-584MV4B
ACK,2025-08-23T03:27:46.1840334Z,1755919666184,ORD-360,103.6,103.55,,,,1,,,,ORD-360,Buy,BUY,Market,ACK,,1,103.6,,1,,HARNESS,DESKTOP-584MV4B
FILL,2025-08-23T03:27:46.1844226Z,1755919666184,ORD-360,103.6,103.55,103.6005,,,1,1,0.0005000000000023874,filled,ORD-360,Buy,BUY,Market,FILL,filled,1,103.6,103.6005,1,1,HARNESS,DESKTOP-584MV4B
REQUEST,2025-08-23T03:27:46.4168087Z,1755919666416,ORD-375,103.75,,,,,1,,,,ORD-375,Sell,SELL,Market,REQUEST,,,103.75,,1,,HARNESS,DESKTOP-584MV4B
ACK,2025-08-23T03:27:46.4174288Z,1755919666417,ORD-375,103.75,,,,,1,,,,ORD-375,Sell,SELL,Market,ACK,,1,103.75,,1,,HARNESS,DESKTOP-584MV4B
FILL,2025-08-23T03:27:46.4176994Z,1755919666417,ORD-375,103.75,,103.7495,,,1,1,-0.0005000000000023874,filled,ORD-375,Sell,SELL,Market,FILL,filled,1,103.75,103.7495,1,1,HARNESS,DESKTOP-584MV4B
REQUEST,2025-08-23T03:27:46.6669021Z,1755919666666,ORD-390,103.9,103.85000000000001,,,,1,,,,ORD-390,Buy,BUY,Market,REQUEST,,,103.9,,1,,HARNESS,DESKTOP-584MV4B
ACK,2025-08-23T03:27:46.6675099Z,1755919666667,ORD-390,103.9,103.85000000000001,,,,1,,,,ORD-390,Buy,BUY,Market,ACK,,1,103.9,,1,,HARNESS,DESKTOP-584MV4B
FILL,2025-08-23T03:27:46.6678114Z,1755919666667,ORD-390,103.9,103.85000000000001,103.90050000000001,,,1,1,0.0005000000000023874,filled,ORD-390,Buy,BUY,Market,FILL,filled,1,103.9,103.90050000000001,1,1,HARNESS,DESKTOP-584MV4B
REQUEST,2025-08-23T03:27:46.9005042Z,1755919666900,ORD-405,104.05,,,,,1,,,,ORD-405,Sell,SELL,Market,REQUEST,,,104.05,,1,,HARNESS,DESKTOP-584MV4B
ACK,2025-08-23T03:27:46.9010974Z,1755919666901,ORD-405,104.05,,,,,1,,,,ORD-405,Sell,SELL,Market,ACK,,1,104.05,,1,,HARNESS,DESKTOP-584MV4B
FILL,2025-08-23T03:27:46.9013818Z,1755919666901,ORD-405,104.05,,104.0495,,,1,1,-0.0005000000000023874,filled,ORD-405,Sell,SELL,Market,FILL,filled,1,104.05,104.0495,1,1,HARNESS,DESKTOP-584MV4B
REQUEST,2025-08-23T03:27:47.1501475Z,1755919667150,ORD-420,104.2,104.15,,,,1,,,,ORD-420,Buy,BUY,Market,REQUEST,,,104.2,,1,,HARNESS,DESKTOP-584MV4B
ACK,2025-08-23T03:27:47.1506600Z,1755919667150,ORD-420,104.2,104.15,,,,1,,,,ORD-420,Buy,BUY,Market,ACK,,0,104.2,,1,,HARNESS,DESKTOP-584MV4B
FILL,2025-08-23T03:27:47.1509050Z,1755919667150,ORD-420,104.2,104.15,104.2005,,,1,1,0.0005000000000023874,filled,ORD-420,Buy,BUY,Market,FILL,filled,0,104.2,104.2005,1,1,HARNESS,DESKTOP-584MV4B
REQUEST,2025-08-23T03:27:47.3842108Z,1755919667384,ORD-435,104.35,,,,,1,,,,ORD-435,Sell,SELL,Market,REQUEST,,,104.35,,1,,HARNESS,DESKTOP-584MV4B
ACK,2025-08-23T03:27:47.3848260Z,1755919667384,ORD-435,104.35,,,,,1,,,,ORD-435,Sell,SELL,Market,ACK,,0,104.35,,1,,HARNESS,DESKTOP-584MV4B
FILL,2025-08-23T03:27:47.3851245Z,1755919667385,ORD-435,104.35,,104.34949999999999,,,1,1,-0.0005000000000023874,filled,ORD-435,Sell,SELL,Market,FILL,filled,1,104.35,104.34949999999999,1,1,HARNESS,DESKTOP-584MV4B
REQUEST,2025-08-23T03:27:47.6510743Z,1755919667651,ORD-450,104.5,104.45,,,,1,,,,ORD-450,Buy,BUY,Market,REQUEST,,,104.5,,1,,HARNESS,DESKTOP-584MV4B
ACK,2025-08-23T03:27:47.6516058Z,1755919667651,ORD-450,104.5,104.45,,,,1,,,,ORD-450,Buy,BUY,Market,ACK,,0,104.5,,1,,HARNESS,DESKTOP-584MV4B
FILL,2025-08-23T03:27:47.6518930Z,1755919667651,ORD-450,104.5,104.45,104.5005,,,1,1,0.0005000000000023874,filled,ORD-450,Buy,BUY,Market,FILL,filled,0,104.5,104.5005,1,1,HARNESS,DESKTOP-584MV4B
REQUEST,2025-08-23T03:27:47.8500787Z,1755919667850,ORD-465,104.65,,,,,1,,,,ORD-465,Sell,SELL,Market,REQUEST,,,104.65,,1,,HARNESS,DESKTOP-584MV4B
ACK,2025-08-23T03:27:47.8506202Z,1755919667850,ORD-465,104.65,,,,,1,,,,ORD-465,Sell,SELL,Market,ACK,,0,104.65,,1,,HARNESS,DESKTOP-584MV4B
FILL,2025-08-23T03:27:47.8508955Z,1755919667850,ORD-465,104.65,,104.6495,,,1,1,-0.0005000000000023874,filled,ORD-465,Sell,SELL,Market,FILL,filled,0,104.65,104.6495,1,1,HARNESS,DESKTOP-584MV4B
REQUEST,2025-08-23T03:27:48.1000815Z,1755919668100,ORD-480,104.8,104.75,,,,1,,,,ORD-480,Buy,BUY,Market,REQUEST,,,104.8,,1,,HARNESS,DESKTOP-584MV4B
ACK,2025-08-23T03:27:48.1005804Z,1755919668100,ORD-480,104.8,104.75,,,,1,,,,ORD-480,Buy,BUY,Market,ACK,,0,104.8,,1,,HARNESS,DESKTOP-584MV4B
FILL,2025-08-23T03:27:48.1008761Z,1755919668100,ORD-480,104.8,104.75,104.8005,,,1,1,0.0005000000000023874,filled,ORD-480,Buy,BUY,Market,FILL,filled,0,104.8,104.8005,1,1,HARNESS,DESKTOP-584MV4B
REQUEST,2025-08-23T03:27:48.3359717Z,1755919668335,ORD-495,104.95,,,,,1,,,,ORD-495,Sell,SELL,Market,REQUEST,,,104.95,,1,,HARNESS,DESKTOP-584MV4B
ACK,2025-08-23T03:27:48.3365491Z,1755919668336,ORD-495,104.95,,,,,1,,,,ORD-495,Sell,SELL,Market,ACK,,1,104.95,,1,,HARNESS,DESKTOP-584MV4B
FILL,2025-08-23T03:27:48.3368328Z,1755919668336,ORD-495,104.95,,104.9495,,,1,1,-0.0005000000000023874,filled,ORD-495,Sell,SELL,Market,FILL,filled,1,104.95,104.9495,1,1,HARNESS,DESKTOP-584MV4B
REQUEST,2025-08-23T03:27:48.5849722Z,1755919668584,ORD-510,105.1,105.05,,,,1,,,,ORD-510,Buy,BUY,Market,REQUEST,,,105.1,,1,,HARNESS,DESKTOP-584MV4B
ACK,2025-08-23T03:27:48.5856228Z,1755919668585,ORD-510,105.1,105.05,,,,1,,,,ORD-510,Buy,BUY,Market,ACK,,1,105.1,,1,,HARNESS,DESKTOP-584MV4B
FILL,2025-08-23T03:27:48.5859358Z,1755919668585,ORD-510,105.1,105.05,105.1005,,,1,1,0.0005000000000023874,filled,ORD-510,Buy,BUY,Market,FILL,filled,1,105.1,105.1005,1,1,HARNESS,DESKTOP-584MV4B
REQUEST,2025-08-23T03:27:48.8352262Z,1755919668835,ORD-525,105.25,,,,,1,,,,ORD-525,Sell,SELL,Market,REQUEST,,,105.25,,1,,HARNESS,DESKTOP-584MV4B
ACK,2025-08-23T03:27:48.8358152Z,1755919668835,ORD-525,105.25,,,,,1,,,,ORD-525,Sell,SELL,Market,ACK,,0,105.25,,1,,HARNESS,DESKTOP-584MV4B
FILL,2025-08-23T03:27:48.8361236Z,1755919668836,ORD-525,105.25,,105.2495,,,1,1,-0.0005000000000023874,filled,ORD-525,Sell,SELL,Market,FILL,filled,1,105.25,105.2495,1,1,HARNESS,DESKTOP-584MV4B
REQUEST,2025-08-23T03:27:49.0848445Z,1755919669084,ORD-540,105.4,105.35000000000001,,,,1,,,,ORD-540,Buy,BUY,Market,REQUEST,,,105.4,,1,,HARNESS,DESKTOP-584MV4B
ACK,2025-08-23T03:27:49.0850997Z,1755919669085,ORD-540,105.4,105.35000000000001,,,,1,,,,ORD-540,Buy,BUY,Market,ACK,,1,105.4,,1,,HARNESS,DESKTOP-584MV4B
FILL,2025-08-23T03:27:49.0852154Z,1755919669085,ORD-540,105.4,105.35000000000001,105.40050000000001,,,1,1,0.0005000000000023874,filled,ORD-540,Buy,BUY,Market,FILL,filled,1,105.4,105.40050000000001,1,1,HARNESS,DESKTOP-584MV4B
REQUEST,2025-08-23T03:27:49.3353714Z,1755919669335,ORD-555,105.55,,,,,1,,,,ORD-555,Sell,SELL,Market,REQUEST,,,105.55,,1,,HARNESS,DESKTOP-584MV4B
ACK,2025-08-23T03:27:49.3358536Z,1755919669335,ORD-555,105.55,,,,,1,,,,ORD-555,Sell,SELL,Market,ACK,,0,105.55,,1,,HARNESS,DESKTOP-584MV4B
FILL,2025-08-23T03:27:49.3360306Z,1755919669336,ORD-555,105.55,,105.5495,,,1,1,-0.0005000000000023874,filled,ORD-555,Sell,SELL,Market,FILL,filled,1,105.55,105.5495,1,1,HARNESS,DESKTOP-584MV4B
REQUEST,2025-08-23T03:27:49.5856847Z,1755919669585,ORD-570,105.7,105.65,,,,1,,,,ORD-570,Buy,BUY,Market,REQUEST,,,105.7,,1,,HARNESS,DESKTOP-584MV4B
ACK,2025-08-23T03:27:49.5862613Z,1755919669586,ORD-570,105.7,105.65,,,,1,,,,ORD-570,Buy,BUY,Market,ACK,,1,105.7,,1,,HARNESS,DESKTOP-584MV4B
FILL,2025-08-23T03:27:49.5865484Z,1755919669586,ORD-570,105.7,105.65,105.7005,,,1,1,0.0005000000000023874,filled,ORD-570,Buy,BUY,Market,FILL,filled,1,105.7,105.7005,1,1,HARNESS,DESKTOP-584MV4B
REQUEST,2025-08-23T03:27:49.8192563Z,1755919669819,ORD-585,105.85,,,,,1,,,,ORD-585,Sell,SELL,Market,REQUEST,,,105.85,,1,,HARNESS,DESKTOP-584MV4B
ACK,2025-08-23T03:27:49.8198668Z,1755919669819,ORD-585,105.85,,,,,1,,,,ORD-585,Sell,SELL,Market,ACK,,0,105.85,,1,,HARNESS,DESKTOP-584MV4B
FILL,2025-08-23T03:27:49.8201908Z,1755919669820,ORD-585,105.85,,105.84949999999999,,,1,1,-0.0005000000000023874,filled,ORD-585,Sell,SELL,Market,FILL,filled,1,105.85,105.84949999999999,1,1,HARNESS,DESKTOP-584MV4B
REQUEST,2025-08-23T03:27:50.0680675Z,1755919670068,ORD-600,106,105.95,,,,1,,,,ORD-600,Buy,BUY,Market,REQUEST,,,106,,1,,HARNESS,DESKTOP-584MV4B
ACK,2025-08-23T03:27:50.0684972Z,1755919670068,ORD-600,106,105.95,,,,1,,,,ORD-600,Buy,BUY,Market,ACK,,0,106,,1,,HARNESS,DESKTOP-584MV4B
FILL,2025-08-23T03:27:50.0687050Z,1755919670068,ORD-600,106,105.95,106.0005,,,1,1,0.0005000000000023874,filled,ORD-600,Buy,BUY,Market,FILL,filled,0,106,106.0005,1,1,HARNESS,DESKTOP-584MV4B
REQUEST,2025-08-23T03:27:50.3026920Z,1755919670302,ORD-615,106.15,,,,,1,,,,ORD-615,Sell,SELL,Market,REQUEST,,,106.15,,1,,HARNESS,DESKTOP-584MV4B
ACK,2025-08-23T03:27:50.3030758Z,1755919670303,ORD-615,106.15,,,,,1,,,,ORD-615,Sell,SELL,Market,ACK,,1,106.15,,1,,HARNESS,DESKTOP-584MV4B
