trade_id,entry_order_id,exit_order_id,open_time_iso,close_time_iso,side,size,open_price,close_price,pnl_in_account_currency,fee,notes
R-20,ORD-570,ORD-615,2025-08-24T05:34:40.8629957Z,2025-08-24T05:34:41.6694031Z,BUY-SELL,1,105.7,106.15,0.45000000000000284,0,reconstructed
R-21,ORD-600,ORD-645,2025-08-24T05:34:41.4042687Z,2025-08-24T05:34:42.2041169Z,BUY-SELL,1,106,106.45,0.45000000000000284,0,reconstructed
R-22,ORD-630,ORD-675,2025-08-24T05:34:41.9376412Z,2025-08-24T05:34:42.7420391Z,BUY-SELL,1,106.3,106.75,0.45000000000000284,0,reconstructed
R-23,ORD-660,ORD-705,2025-08-24T05:34:42.4691650Z,2025-08-24T05:34:43.2888447Z,BUY-SELL,1,106.6,107.05,0.45000000000000284,0,reconstructed
R-24,ORD-690,ORD-735,2025-08-24T05:34:43.0201522Z,2025-08-24T05:34:43.8212589Z,BUY-SELL,1,106.9,107.35,0.44999999999998863,0,reconstructed
R-25,ORD-720,ORD-765,2025-08-24T05:34:43.5561688Z,2025-08-24T05:34:44.3677044Z,BUY-SELL,1,107.2,107.65,0.45000000000000284,0,reconstructed
R-26,ORD-750,ORD-795,2025-08-24T05:34:44.1019256Z,2025-08-24T05:34:44.9317160Z,BUY-SELL,1,107.5,107.95,0.45000000000000284,0,reconstructed
R-27,ORD-780,ORD-825,2025-08-24T05:34:44.6507439Z,2025-08-24T05:34:45.4750288Z,BUY-SELL,1,107.8,108.25,0.45000000000000284,0,reconstructed
R-28,ORD-810,ORD-855,2025-08-24T05:34:45.2167352Z,2025-08-24T05:34:46.0083289Z,BUY-SELL,1,108.1,108.55,0.45000000000000284,0,reconstructed
R-29,ORD-840,ORD-885,2025-08-24T05:34:45.7544027Z,2025-08-24T05:34:46.5566121Z,BUY-SELL,1,108.4,108.85,0.44999999999998863,0,reconstructed
R-30,ORD-870,ORD-915,2025-08-24T05:34:46.2896704Z,2025-08-24T05:34:47.1233802Z,BUY-SELL,1,108.7,109.15,0.45000000000000284,0,reconstructed
R-31,ORD-900,ORD-945,2025-08-24T05:34:46.8427816Z,2025-08-24T05:34:47.6786096Z,BUY-SELL,1,109,109.45,0.45000000000000284,0,reconstructed
R-32,ORD-930,ORD-975,2025-08-24T05:34:47.3924325Z,2025-08-24T05:34:48.2303045Z,BUY-SELL,1,109.3,109.75,0.45000000000000284,0,reconstructed
R-33,ORD-960,ORD-1005,2025-08-24T05:34:47.9558949Z,2025-08-24T05:34:48.7796673Z,BUY-SELL,1,109.6,110.05,0.45000000000000284,0,reconstructed
R-34,ORD-990,ORD-1035,2025-08-24T05:34:48.5083360Z,2025-08-24T05:34:49.3070162Z,BUY-SELL,1,109.9,110.35,0.44999999999998863,0,reconstructed
R-35,ORD-1020,ORD-1065,2025-08-24T05:34:49.0563350Z,2025-08-24T05:34:49.8608151Z,BUY-SELL,1,110.2,110.65,0.45000000000000284,0,reconstructed
R-36,ORD-1050,ORD-1095,2025-08-24T05:34:49.6016446Z,2025-08-24T05:34:50.3947817Z,BUY-SELL,1,110.5,110.95,0.45000000000000284,0,reconstructed
R-37,ORD-1080,ORD-1125,2025-08-24T05:34:50.1468761Z,2025-08-24T05:34:50.9267668Z,BUY-SELL,1,110.8,111.25,0.45000000000000284,0,reconstructed
R-38,ORD-1110,ORD-1155,2025-08-24T05:34:50.6575625Z,2025-08-24T05:34:51.4497155Z,BUY-SELL,1,111.1,111.55,0.45000000000000284,0,reconstructed
R-39,ORD-1140,ORD-1185,2025-08-24T05:34:51.2180086Z,2025-08-24T05:34:51.9752668Z,BUY-SELL,1,111.4,111.85,0.44999999999998863,0,reconstructed
R-40,ORD-1170,ORD-1245,2025-08-24T05:34:51.6989532Z,2025-08-24T05:34:53.0462604Z,BUY-SELL,1,111.7,112.45,0.75,0,reconstructed
R-41,ORD-1230,ORD-1275,2025-08-24T05:34:52.7827981Z,2025-08-24T05:34:53.6392595Z,BUY-SELL,1,112.3,112.75,0.45000000000000284,0,reconstructed
R-42,ORD-1260,ORD-1305,2025-08-24T05:34:53.3671244Z,2025-08-24T05:34:54.1913517Z,BUY-SELL,1,112.6,113.05,0.45000000000000284,0,reconstructed
R-43,ORD-1290,ORD-1335,2025-08-24T05:34:53.9198750Z,2025-08-24T05:34:54.7388420Z,BUY-SELL,1,112.9,113.35,0.44999999999998863,0,reconstructed
R-44,ORD-1320,ORD-1365,2025-08-24T05:34:54.4660088Z,2025-08-24T05:34:55.2875974Z,BUY-SELL,1,113.2,113.65,0.45000000000000284,0,reconstructed
R-45,ORD-1350,ORD-1425,2025-08-24T05:34:55.0060572Z,2025-08-24T05:34:56.3393743Z,BUY-SELL,1,113.5,114.25,0.75,0,reconstructed
R-46,ORD-1380,ORD-1455,2025-08-24T05:34:55.5625205Z,2025-08-24T05:34:56.8414499Z,BUY-SELL,1,113.8,114.55,0.75,0,reconstructed
R-47,ORD-1410,ORD-1485,2025-08-24T05:34:56.0647505Z,2025-08-24T05:34:57.3831270Z,BUY-SELL,1,114.1,114.85,0.75,0,reconstructed
R-48,ORD-1440,ORD-1515,2025-08-24T05:34:56.6135813Z,2025-08-24T05:34:57.8984777Z,BUY-SELL,1,114.4,115.15,0.75,0,reconstructed
R-49,ORD-1500,ORD-1545,2025-08-24T05:34:57.6795041Z,2025-08-24T05:34:58.3628461Z,BUY-SELL,1,115,115.45,0.45000000000000284,0,reconstructed
R-50,ORD-1530,ORD-1575,2025-08-24T05:34:58.1285880Z,2025-08-24T05:34:58.8768555Z,BUY-SELL,1,115.3,115.75,0.45000000000000284,0,reconstructed
R-51,ORD-1560,ORD-1605,2025-08-24T05:34:58.6403370Z,2025-08-24T05:34:59.4286781Z,BUY-SELL,1,115.6,116.05,0.45000000000000284,0,reconstructed
R-52,ORD-1590,ORD-1635,2025-08-24T05:34:59.1708893Z,2025-08-24T05:34:59.9502380Z,BUY-SELL,1,115.9,116.35,0.44999999999998863,0,reconstructed
R-53,ORD-1620,ORD-1695,2025-08-24T05:34:59.7040379Z,2025-08-24T05:35:01.0022741Z,BUY-SELL,1,116.2,116.95,0.75,0,reconstructed
R-54,ORD-1650,ORD-1725,2025-08-24T05:35:00.2149448Z,2025-08-24T05:35:01.5485521Z,BUY-SELL,1,116.5,117.25,0.75,0,reconstructed
R-55,ORD-1680,ORD-1785,2025-08-24T05:35:00.7382296Z,2025-08-24T05:35:02.6206010Z,BUY-SELL,1,116.8,117.85,1.0499999999999972,0,reconstructed
R-56,ORD-1710,ORD-1845,2025-08-24T05:35:01.2825142Z,2025-08-24T05:35:03.6652516Z,BUY-SELL,1,117.1,118.45,1.3500000000000085,0,reconstructed
R-57,ORD-1740,ORD-1875,2025-08-24T05:35:01.8321540Z,2025-08-24T05:35:04.2053951Z,BUY-SELL,1,117.4,118.75,1.3499999999999943,0,reconstructed
R-58,ORD-1770,ORD-1905,2025-08-24T05:35:02.3613730Z,2025-08-24T05:35:04.7530887Z,BUY-SELL,1,117.7,119.05,1.3499999999999943,0,reconstructed
R-59,ORD-1800,ORD-1935,2025-08-24T05:35:02.8692172Z,2025-08-24T05:35:05.3035850Z,BUY-SELL,1,118,119.35,1.3499999999999943,0,reconstructed
R-60,ORD-1830,ORD-1965,2025-08-24T05:35:03.3915368Z,2025-08-24T05:35:05.8390890Z,BUY-SELL,1,118.3,119.65,1.3500000000000085,0,reconstructed
R-61,ORD-1860,ORD-1995,2025-08-24T05:35:03.9429278Z,2025-08-24T05:35:06.3549497Z,BUY-SELL,1,118.6,119.95,1.3500000000000085,0,reconstructed
R-62,ORD-1890,ORD-2025,2025-08-24T05:35:04.4842714Z,2025-08-24T05:35:06.8743535Z,BUY-SELL,1,118.9,120.25,1.3499999999999943,0,reconstructed
R-63,ORD-1920,ORD-2055,2025-08-24T05:35:05.0384941Z,2025-08-24T05:35:07.4264368Z,BUY-SELL,1,119.2,120.55,1.3499999999999943,0,reconstructed
R-64,ORD-1980,ORD-2085,2025-08-24T05:35:06.1198735Z,2025-08-24T05:35:07.9617894Z,BUY-SELL,1,119.8,120.85,1.0499999999999972,0,reconstructed
R-65,ORD-2010,ORD-2115,2025-08-24T05:35:06.6349605Z,2025-08-24T05:35:08.5039028Z,BUY-SELL,1,120.1,121.15,1.0500000000000114,0,reconstructed
R-66,ORD-2040,ORD-2145,2025-08-24T05:35:07.1703071Z,2025-08-24T05:35:09.0350574Z,BUY-SELL,1,120.4,121.45,1.0499999999999972,0,reconstructed
R-67,ORD-2070,ORD-2175,2025-08-24T05:35:07.7000628Z,2025-08-24T05:35:09.5531699Z,BUY-SELL,1,120.7,121.75,1.0499999999999972,0,reconstructed
R-68,ORD-2100,ORD-2205,2025-08-24T05:35:08.2474128Z,2025-08-24T05:35:10.1145649Z,BUY-SELL,1,121,122.05,1.0499999999999972,0,reconstructed
R-69,ORD-2160,ORD-2235,2025-08-24T05:35:09.3183933Z,2025-08-24T05:35:10.6664839Z,BUY-SELL,1,121.6,122.35,0.75,0,reconstructed
R-70,ORD-2190,ORD-2265,2025-08-24T05:35:09.8423164Z,2025-08-24T05:35:11.1871277Z,BUY-SELL,1,121.9,122.65,0.75,0,reconstructed
R-71,ORD-2220,ORD-2325,2025-08-24T05:35:10.3984125Z,2025-08-24T05:35:12.2650484Z,BUY-SELL,1,122.2,123.25,1.0499999999999972,0,reconstructed
R-72,ORD-2250,ORD-2355,2025-08-24T05:35:10.9206360Z,2025-08-24T05:35:12.8074503Z,BUY-SELL,1,122.5,123.55,1.0499999999999972,0,reconstructed
R-73,ORD-2280,ORD-2385,2025-08-24T05:35:11.4608109Z,2025-08-24T05:35:13.3342330Z,BUY-SELL,1,122.8,123.85,1.0499999999999972,0,reconstructed
R-74,ORD-2340,ORD-2415,2025-08-24T05:35:12.5347021Z,2025-08-24T05:35:13.8710242Z,BUY-SELL,1,123.4,124.15,0.75,0,reconstructed
R-75,ORD-2370,ORD-2445,2025-08-24T05:35:13.0739225Z,2025-08-24T05:35:14.4100442Z,BUY-SELL,1,123.7,124.45,0.75,0,reconstructed
R-76,ORD-2400,ORD-2475,2025-08-24T05:35:13.6050790Z,2025-08-24T05:35:14.9453337Z,BUY-SELL,1,124,124.75,0.75,0,reconstructed
R-77,ORD-2430,ORD-2505,2025-08-24T05:35:14.1514260Z,2025-08-24T05:35:15.4804048Z,BUY-SELL,1,124.3,125.05,0.75,0,reconstructed
R-78,ORD-2460,ORD-2565,2025-08-24T05:35:14.6987919Z,2025-08-24T05:35:16.5781851Z,BUY-SELL,1,124.6,125.65,1.0500000000000114,0,reconstructed
R-79,ORD-2490,ORD-2595,2025-08-24T05:35:15.2245678Z,2025-08-24T05:35:17.1282231Z,BUY-SELL,1,124.9,125.95,1.0499999999999972,0,reconstructed
R-80,ORD-2520,ORD-2625,2025-08-24T05:35:15.7631842Z,2025-08-24T05:35:17.6877359Z,BUY-SELL,1,125.2,126.25,1.0499999999999972,0,reconstructed
R-81,ORD-2550,ORD-2655,2025-08-24T05:35:16.3014800Z,2025-08-24T05:35:18.2071563Z,BUY-SELL,1,125.5,126.55,1.0499999999999972,0,reconstructed
R-82,ORD-2610,ORD-2685,2025-08-24T05:35:17.4027281Z,2025-08-24T05:35:18.7681278Z,BUY-SELL,1,126.1,126.85,0.75,0,reconstructed
R-83,ORD-2640,ORD-2715,2025-08-24T05:35:17.9646029Z,2025-08-24T05:35:19.3232278Z,BUY-SELL,1,126.4,127.15,0.75,0,reconstructed
R-84,ORD-2700,ORD-2745,2025-08-24T05:35:19.0475410Z,2025-08-24T05:35:19.8553548Z,BUY-SELL,1,127,127.45,0.45000000000000284,0,reconstructed
R-85,ORD-2730,ORD-2805,2025-08-24T05:35:19.5980524Z,2025-08-24T05:35:20.9234707Z,BUY-SELL,1,127.3,128.05,0.7500000000000142,0,reconstructed
R-86,ORD-2790,ORD-2835,2025-08-24T05:35:20.6521272Z,2025-08-24T05:35:21.4687815Z,BUY-SELL,1,127.9,128.35,0.44999999999998863,0,reconstructed
R-87,ORD-2820,ORD-2895,2025-08-24T05:35:21.2077334Z,2025-08-24T05:35:22.5332374Z,BUY-SELL,1,128.2,128.95,0.75,0,reconstructed
R-88,ORD-2850,ORD-2925,2025-08-24T05:35:21.7485189Z,2025-08-24T05:35:23.0944994Z,BUY-SELL,1,128.5,129.25,0.75,0,reconstructed
R-89,ORD-2880,ORD-2955,2025-08-24T05:35:22.2645826Z,2025-08-24T05:35:23.6474566Z,BUY-SELL,1,128.8,129.55,0.75,0,reconstructed
R-90,ORD-2910,ORD-2985,2025-08-24T05:35:22.8162591Z,2025-08-24T05:35:24.1907615Z,BUY-SELL,1,129.1,129.85,0.75,0,reconstructed
R-91,ORD-2940,ORD-3015,2025-08-24T05:35:23.3745694Z,2025-08-24T05:35:24.7413724Z,BUY-SELL,1,129.4,130.15,0.75,0,reconstructed
R-92,ORD-2970,ORD-3045,2025-08-24T05:35:23.9187856Z,2025-08-24T05:35:25.2725881Z,BUY-SELL,1,129.7,130.45,0.75,0,reconstructed
R-93,ORD-3000,ORD-3075,2025-08-24T05:35:24.4705349Z,2025-08-24T05:35:25.8148853Z,BUY-SELL,1,130,130.75,0.75,0,reconstructed
R-94,ORD-3030,ORD-3105,2025-08-24T05:35:24.9997799Z,2025-08-24T05:35:26.3617390Z,BUY-SELL,1,130.3,131.05,0.75,0,reconstructed
R-95,ORD-3060,ORD-3135,2025-08-24T05:35:25.5449253Z,2025-08-24T05:35:26.9063396Z,BUY-SELL,1,130.6,131.35,0.75,0,reconstructed
R-96,ORD-3090,ORD-3195,2025-08-24T05:35:26.0939392Z,2025-08-24T05:35:27.9914889Z,BUY-SELL,1,130.9,131.95,1.049999999999983,0,reconstructed
R-97,ORD-3120,ORD-3255,2025-08-24T05:35:26.6419052Z,2025-08-24T05:35:29.1013584Z,BUY-SELL,1,131.2,132.55,1.3500000000000227,0,reconstructed
R-98,ORD-3150,ORD-3285,2025-08-24T05:35:27.1931971Z,2025-08-24T05:35:29.6534596Z,BUY-SELL,1,131.5,132.85,1.3499999999999943,0,reconstructed
R-99,ORD-3210,ORD-3315,2025-08-24T05:35:28.2778756Z,2025-08-24T05:35:30.1984532Z,BUY-SELL,1,132.1,133.15,1.0500000000000114,0,reconstructed
R-100,ORD-3240,ORD-3345,2025-08-24T05:35:28.8238063Z,2025-08-24T05:35:30.7573201Z,BUY-SELL,1,132.4,133.45,1.049999999999983,0,reconstructed
R-101,ORD-3270,ORD-3375,2025-08-24T05:35:29.3768705Z,2025-08-24T05:35:31.3020600Z,BUY-SELL,1,132.7,133.75,1.0500000000000114,0,reconstructed
R-102,ORD-3300,ORD-3405,2025-08-24T05:35:29.9275309Z,2025-08-24T05:35:31.8444733Z,BUY-SELL,1,133,134.05,1.0500000000000114,0,reconstructed
R-103,ORD-3330,ORD-3435,2025-08-24T05:35:30.4687112Z,2025-08-24T05:35:32.3922977Z,BUY-SELL,1,133.3,134.35,1.049999999999983,0,reconstructed
R-104,ORD-3360,ORD-3465,2025-08-24T05:35:31.0329990Z,2025-08-24T05:35:32.9435972Z,BUY-SELL,1,133.6,134.65,1.0500000000000114,0,reconstructed
R-105,ORD-3390,ORD-3495,2025-08-24T05:35:31.5842842Z,2025-08-24T05:35:33.4907339Z,BUY-SELL,1,133.9,134.95,1.049999999999983,0,reconstructed
R-106,ORD-3420,ORD-3525,2025-08-24T05:35:32.1291455Z,2025-08-24T05:35:34.0330590Z,BUY-SELL,1,134.2,135.25,1.0500000000000114,0,reconstructed
R-107,ORD-3450,ORD-3555,2025-08-24T05:35:32.6798261Z,2025-08-24T05:35:34.5907970Z,BUY-SELL,1,134.5,135.55,1.0500000000000114,0,reconstructed
R-108,ORD-3510,ORD-3585,2025-08-24T05:35:33.7763577Z,2025-08-24T05:35:35.1465559Z,BUY-SELL,1,135.1,135.85,0.75,0,reconstructed
R-109,ORD-3540,ORD-3615,2025-08-24T05:35:34.3152793Z,2025-08-24T05:35:35.6756414Z,BUY-SELL,1,135.4,136.15,0.75,0,reconstructed
R-110,ORD-3570,ORD-3645,2025-08-24T05:35:34.8678259Z,2025-08-24T05:35:36.2458185Z,BUY-SELL,1,135.7,136.45,0.75,0,reconstructed
R-111,ORD-3600,ORD-3675,2025-08-24T05:35:35.4275032Z,2025-08-24T05:35:36.8089649Z,BUY-SELL,1,136,136.75,0.75,0,reconstructed
R-112,ORD-3630,ORD-3705,2025-08-24T05:35:35.9625105Z,2025-08-24T05:35:37.3524778Z,BUY-SELL,1,136.3,137.05,0.75,0,reconstructed
R-113,ORD-3660,ORD-3735,2025-08-24T05:35:36.5253161Z,2025-08-24T05:35:37.8858144Z,BUY-SELL,1,136.6,137.35,0.75,0,reconstructed
R-114,ORD-3720,ORD-3795,2025-08-24T05:35:37.6275613Z,2025-08-24T05:35:38.9660893Z,BUY-SELL,1,137.2,137.95,0.75,0,reconstructed
R-115,ORD-3750,ORD-3855,2025-08-24T05:35:38.1584430Z,2025-08-24T05:35:40.0235853Z,BUY-SELL,1,137.5,138.55,1.0500000000000114,0,reconstructed
R-116,ORD-3780,ORD-3885,2025-08-24T05:35:38.6941843Z,2025-08-24T05:35:40.5732924Z,BUY-SELL,1,137.8,138.85,1.049999999999983,0,reconstructed
R-117,ORD-3810,ORD-3915,2025-08-24T05:35:39.2526395Z,2025-08-24T05:35:41.1198882Z,BUY-SELL,1,138.1,139.15,1.0500000000000114,0,reconstructed
R-118,ORD-3840,ORD-3945,2025-08-24T05:35:39.7746062Z,2025-08-24T05:35:41.6718684Z,BUY-SELL,1,138.4,139.45,1.049999999999983,0,reconstructed
R-119,ORD-3870,ORD-3975,2025-08-24T05:35:40.2953234Z,2025-08-24T05:35:42.2356312Z,BUY-SELL,1,138.7,139.75,1.0500000000000114,0,reconstructed
R-120,ORD-3930,ORD-4005,2025-08-24T05:35:41.4054566Z,2025-08-24T05:35:42.7797992Z,BUY-SELL,1,139.3,140.05,0.75,0,reconstructed
R-121,ORD-3960,ORD-4035,2025-08-24T05:35:41.9534885Z,2025-08-24T05:35:43.3262549Z,BUY-SELL,1,139.6,140.35,0.75,0,reconstructed
R-122,ORD-3990,ORD-4125,2025-08-24T05:35:42.5157670Z,2025-08-24T05:35:44.9038598Z,BUY-SELL,1,139.9,141.25,1.3499999999999943,0,reconstructed
R-123,ORD-4020,ORD-4155,2025-08-24T05:35:43.0555484Z,2025-08-24T05:35:45.4506593Z,BUY-SELL,1,140.2,141.55,1.3500000000000227,0,reconstructed
R-124,ORD-4050,ORD-4185,2025-08-24T05:35:43.5917566Z,2025-08-24T05:35:45.9991282Z,BUY-SELL,1,140.5,141.85,1.3499999999999943,0,reconstructed
R-125,ORD-4080,ORD-4215,2025-08-24T05:35:44.1228249Z,2025-08-24T05:35:46.5460701Z,BUY-SELL,1,140.8,142.15,1.3499999999999943,0,reconstructed
R-126,ORD-4110,ORD-4245,2025-08-24T05:35:44.6467628Z,2025-08-24T05:35:47.1009486Z,BUY-SELL,1,141.1,142.45,1.3499999999999943,0,reconstructed
R-127,ORD-4140,ORD-4275,2025-08-24T05:35:45.1875701Z,2025-08-24T05:35:47.6513347Z,BUY-SELL,1,141.4,142.75,1.3499999999999943,0,reconstructed
R-128,ORD-4170,ORD-4305,2025-08-24T05:35:45.7171325Z,2025-08-24T05:35:48.1945410Z,BUY-SELL,1,141.7,143.05,1.3500000000000227,0,reconstructed
R-129,ORD-4200,ORD-4335,2025-08-24T05:35:46.2853080Z,2025-08-24T05:35:48.7342908Z,BUY-SELL,1,142,143.35,1.3499999999999943,0,reconstructed
R-130,ORD-4230,ORD-4365,2025-08-24T05:35:46.8345270Z,2025-08-24T05:35:49.2827122Z,BUY-SELL,1,142.3,143.65,1.3499999999999943,0,reconstructed
R-131,ORD-4260,ORD-4425,2025-08-24T05:35:47.3756513Z,2025-08-24T05:35:50.3615656Z,BUY-SELL,1,142.6,144.25,1.6500000000000057,0,reconstructed
R-132,ORD-4290,ORD-4455,2025-08-24T05:35:47.9208812Z,2025-08-24T05:35:50.9091202Z,BUY-SELL,1,142.9,144.55,1.6500000000000057,0,reconstructed
R-133,ORD-4320,ORD-4485,2025-08-24T05:35:48.4656807Z,2025-08-24T05:35:51.4521691Z,BUY-SELL,1,143.2,144.85,1.6500000000000057,0,reconstructed
R-134,ORD-4350,ORD-4515,2025-08-24T05:35:49.0199841Z,2025-08-24T05:35:51.8882490Z,BUY-SELL,1,143.5,145.15,1.6500000000000057,0,reconstructed
R-135,ORD-4380,ORD-4545,2025-08-24T05:35:49.5636472Z,2025-08-24T05:35:52.4363805Z,BUY-SELL,1,143.8,145.45,1.6499999999999773,0,reconstructed
R-136,ORD-4410,ORD-4575,2025-08-24T05:35:50.1080042Z,2025-08-24T05:35:52.9875389Z,BUY-SELL,1,144.1,145.75,1.6500000000000057,0,reconstructed
R-137,ORD-4440,ORD-4605,2025-08-24T05:35:50.6478006Z,2025-08-24T05:35:53.5331374Z,BUY-SELL,1,144.4,146.05,1.6500000000000057,0,reconstructed
R-138,ORD-4470,ORD-4635,2025-08-24T05:35:51.1928167Z,2025-08-24T05:35:54.0873794Z,BUY-SELL,1,144.7,146.35,1.6500000000000057,0,reconstructed
R-139,ORD-4500,ORD-4665,2025-08-24T05:35:51.6649526Z,2025-08-24T05:35:54.6101767Z,BUY-SELL,1,145,146.65,1.6500000000000057,0,reconstructed
R-140,ORD-4560,ORD-4695,2025-08-24T05:35:52.7244798Z,2025-08-24T05:35:55.1659817Z,BUY-SELL,1,145.6,146.95,1.3499999999999943,0,reconstructed
R-141,ORD-4590,ORD-4725,2025-08-24T05:35:53.2696455Z,2025-08-24T05:35:55.7163404Z,BUY-SELL,1,145.9,147.25,1.3499999999999943,0,reconstructed
R-142,ORD-4620,ORD-4755,2025-08-24T05:35:53.8221448Z,2025-08-24T05:35:56.2632738Z,BUY-SELL,1,146.2,147.55,1.3500000000000227,0,reconstructed
R-143,ORD-4650,ORD-4785,2025-08-24T05:35:54.3648379Z,2025-08-24T05:35:56.8026875Z,BUY-SELL,1,146.5,147.85,1.3499999999999943,0,reconstructed
R-144,ORD-4680,ORD-4815,2025-08-24T05:35:54.8971157Z,2025-08-24T05:35:57.3222327Z,BUY-SELL,1,146.8,148.15,1.3499999999999943,0,reconstructed
R-145,ORD-4710,ORD-4845,2025-08-24T05:35:55.4452518Z,2025-08-24T05:35:57.8661083Z,BUY-SELL,1,147.1,148.45,1.3499999999999943,0,reconstructed
R-146,ORD-4740,ORD-4875,2025-08-24T05:35:55.9741092Z,2025-08-24T05:35:58.4090307Z,BUY-SELL,1,147.4,148.75,1.3499999999999943,0,reconstructed
R-147,ORD-4770,ORD-4905,2025-08-24T05:35:56.5374453Z,2025-08-24T05:35:58.9324651Z,BUY-SELL,1,147.7,149.05,1.3500000000000227,0,reconstructed
R-148,ORD-4830,ORD-4935,2025-08-24T05:35:57.6200737Z,2025-08-24T05:35:59.4814579Z,BUY-SELL,1,148.3,149.35,1.049999999999983,0,reconstructed
R-149,ORD-4860,ORD-4995,2025-08-24T05:35:58.1505647Z,2025-08-24T05:36:00.5897894Z,BUY-SELL,1,148.6,149.95,1.3499999999999943,0,reconstructed
R-150,ORD-4890,ORD-5025,2025-08-24T05:35:58.6698700Z,2025-08-24T05:36:01.1314576Z,BUY-SELL,1,148.9,150.25,1.3499999999999943,0,reconstructed
R-151,ORD-4920,ORD-5055,2025-08-24T05:35:59.2083732Z,2025-08-24T05:36:01.6683226Z,BUY-SELL,1,149.2,150.55,1.3500000000000227,0,reconstructed
R-152,ORD-4950,ORD-5085,2025-08-24T05:35:59.7681604Z,2025-08-24T05:36:02.2126029Z,BUY-SELL,1,149.5,150.85,1.3499999999999943,0,reconstructed
R-153,ORD-4980,ORD-5145,2025-08-24T05:36:00.3134757Z,2025-08-24T05:36:03.2771505Z,BUY-SELL,1,149.8,151.45,1.6499999999999773,0,reconstructed
R-154,ORD-5010,ORD-5175,2025-08-24T05:36:00.8610256Z,2025-08-24T05:36:03.8178614Z,BUY-SELL,1,150.1,151.75,1.6500000000000057,0,reconstructed
R-155,ORD-5040,ORD-5205,2025-08-24T05:36:01.3900638Z,2025-08-24T05:36:04.3431664Z,BUY-SELL,1,150.4,152.05,1.6500000000000057,0,reconstructed
